Store,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday,Dept,Weekly_Sales,Type,Size
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,29,7696.61,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,30,5328.5,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,31,3228.96,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,32,14700.59,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,33,8483.54,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,34,12852.83,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,35,2420.0,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,36,432.0,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,37,3450.68,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,38,94136.35,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,40,60828.25,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,41,924.53,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,42,7284.34,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,44,4463.33,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,45,34.47,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,46,18826.47,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,48,247.0,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,49,16139.05,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,51,28.11,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,52,2728.58,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,54,383.0,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,55,18892.81,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,56,2849.12,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,58,4505.0,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,59,1447.42,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,60,1003.2,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,67,17614.47,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,71,4752.0,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,72,79636.32,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,74,11857.96,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,79,36080.86,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,80,16720.84,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,81,30694.25,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,82,20949.36,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,83,7521.08,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,85,4994.64,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,87,39254.57,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,90,79455.64,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,91,66937.0,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,92,143081.42,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,93,70202.02,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,94,62329.48,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,95,111390.36,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,97,33874.47,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,98,16309.73,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,1,46039.49,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,2,44682.74,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,3,10887.84,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,4,35351.21,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,5,29620.81,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,6,9135.0,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,7,18310.31,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,8,37334.83,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,9,16562.49,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,10,31494.77,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,11,21760.75,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,12,8654.07,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,13,36476.4,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,14,18129.02,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,16,11873.89,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,17,13403.66,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,18,19006.5,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,19,1490.79,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,20,3697.7,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,21,8735.83,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,22,14807.95,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,23,22812.41,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,24,8050.24,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,25,13268.75,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,26,10050.92,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,27,2339.5,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,28,1008.36,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,29,7696.61,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,30,5328.5,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,31,3228.96,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,32,14700.59,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,33,8483.54,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,34,12852.83,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,35,2420.0,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,36,432.0,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,37,3450.68,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,38,94136.35,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,40,60828.25,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,41,924.53,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,42,7284.34,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,44,4463.33,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,45,34.47,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,46,18826.47,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,48,247.0,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,49,16139.05,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,51,28.11,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,52,2728.58,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,54,383.0,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,55,18892.81,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,56,2849.12,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,58,4505.0,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,59,1447.42,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,60,1003.2,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,67,17614.47,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,71,4752.0,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,72,79636.32,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,74,11857.96,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,79,36080.86,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,80,16720.84,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,81,30694.25,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,82,20949.36,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,83,7521.08,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,85,4994.64,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,87,39254.57,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,90,79455.64,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,91,66937.0,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,92,143081.42,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,93,70202.02,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,94,62329.48,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,95,111390.36,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,97,33874.47,A,151315
1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,98,16309.73,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,1,18194.74,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,2,45182.5,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,3,12134.69,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,4,36603.78,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,5,17776.56,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,6,4432.69,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,7,20824.49,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,8,32737.89,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,9,40143.87,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,10,32256.12,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,11,16107.93,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,12,10724.56,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,13,39525.93,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,14,12884.22,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,16,22643.73,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,17,9408.87,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,18,246.0,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,19,1772.53,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,20,2715.5,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,21,7966.59,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,22,8800.21,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,23,16086.08,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,24,4214.57,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,25,8239.24,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,26,6160.0,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,27,832.26,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,28,478.76,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,29,3701.66,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,30,3342.76,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,31,2639.96,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,32,6320.36,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,33,3928.25,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,34,9250.0,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,35,1751.0,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,36,357.0,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,37,2939.98,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,38,78481.32,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,40,59179.16,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,41,2997.87,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,42,7408.52,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,44,5082.72,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,45,11.47,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,46,18400.52,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,48,434.0,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,49,10138.47,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,52,3551.68,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,54,177.0,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,55,9199.14,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,56,1658.16,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,58,3894.0,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,59,535.1,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,60,976.8,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,67,6400.56,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,71,3543.26,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,72,44555.16,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,74,11146.79,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,79,34512.69,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,80,16198.34,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,81,30035.78,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,82,17349.06,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,83,5434.06,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,85,4081.38,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,87,39921.6,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,90,78235.77,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,91,68960.79,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,92,134373.61,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,93,74834.54,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,94,64872.11,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,95,125027.49,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,96,32404.72,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,97,38996.39,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,98,11125.38,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,1,18194.74,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,2,45182.5,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,3,12134.69,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,4,36603.78,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,5,17776.56,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,6,4432.69,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,7,20824.49,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,8,32737.89,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,9,40143.87,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,10,32256.12,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,11,16107.93,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,12,10724.56,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,13,39525.93,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,14,12884.22,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,16,22643.73,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,17,9408.87,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,18,246.0,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,19,1772.53,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,20,2715.5,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,21,7966.59,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,22,8800.21,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,23,16086.08,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,24,4214.57,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,25,8239.24,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,26,6160.0,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,27,832.26,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,28,478.76,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,29,3701.66,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,30,3342.76,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,31,2639.96,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,32,6320.36,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,33,3928.25,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,34,9250.0,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,35,1751.0,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,36,357.0,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,37,2939.98,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,38,78481.32,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,40,59179.16,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,41,2997.87,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,42,7408.52,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,44,5082.72,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,45,11.47,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,46,18400.52,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,48,434.0,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,49,10138.47,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,52,3551.68,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,54,177.0,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,55,9199.14,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,56,1658.16,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,58,3894.0,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,59,535.1,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,60,976.8,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,67,6400.56,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,71,3543.26,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,72,44555.16,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,74,11146.79,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,79,34512.69,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,80,16198.34,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,81,30035.78,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,82,17349.06,A,151315
1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,83,5434.06,A,151315
